nm	    Data
547.4	5.114
547.6	5.110
547.8	5.120
548.0	5.118
548.2	5.122
548.4	5.120
548.6	5.137
548.8	5.129
549.0	5.129
549.2	5.136
549.4	5.146
549.6	5.152
549.8	5.144
550.0	5.140
550.2	5.153
550.4	5.163
550.6	5.174
550.8	5.173
551.0	5.187
551.2	5.203
551.4	5.202
551.6	5.236
551.8	5.228
552.0	5.246
552.2	5.246
552.4	5.263
552.6	5.267
552.8	5.268
553.0	5.287
553.2	5.305
553.4	5.311
553.6	5.316
553.8	5.323
554.0	5.319
554.2	5.335
554.4	5.335
554.6	5.358
554.8	5.364
555.0	5.360
555.2	5.362
555.4	5.368
555.6	5.389
555.8	5.398
556.0	5.395
556.2	5.388
556.4	5.395
556.6	5.412
556.8	5.425
557.0	5.435
557.2	5.433
557.4	5.444
557.6	5.458
557.8	5.483
558.0	5.502
558.2	5.512
558.4	5.530
558.6	5.552
558.8	5.556
559.0	5.572
559.2	5.597
559.4	5.609
559.6	5.640
559.8	5.657
560.0	5.685
560.2	5.715
560.4	5.746
560.6	5.776
560.8	5.814
561.0	5.864
561.2	5.898
561.4	5.945
561.6	5.992
561.8	6.040
562.0	6.115
562.2	6.182
562.4	6.274
562.6	6.368
562.8	6.470
563.0	6.572
563.2	6.677
563.4	6.793
563.6	6.921
563.8	7.043
564.0	7.184
564.2	7.360
564.4	7.521
564.6	7.694
564.8	7.860
565.0	8.051
565.2	8.231
565.4	8.441
565.6	8.671
565.8	8.912
566.0	9.154
566.2	9.436
566.4	9.721
566.6	10.03
566.8	10.37
567.0	10.71
567.2	11.06
567.4	11.44
567.6	11.78
567.8	12.18
568.0	12.60
568.2	13.06
568.4	13.55
568.6	14.08
568.8	14.66
569.0	15.32
569.2	16.08
569.4	17.08
569.6	18.29
569.8	19.90
570.0	21.90
570.2	24.52
570.4	27.71
570.6	31.72
570.8	36.18
571.0	41.41
571.2	47.05
571.4	53.32
571.6	59.88
571.8	66.79
572.0	73.74
572.2	80.81
572.4	87.70
572.6	94.76
572.8	101.8
573.0	109.1
573.2	116.4
573.4	123.8
573.6	131.3
573.8	139.2
574.0	147.0
574.2	155.1
574.4	163.1
574.6	170.9
574.8	178.2
575.0	184.9
575.2	190.6
575.4	195.1
575.6	198.4
575.8	200.4
576.0	201.4
576.2	201.3
576.4	200.6
576.6	199.3
576.8	197.5
577.0	195.2
577.2	192.7
577.4	189.9
577.6	186.8
577.8	183.4
578.0	179.8
578.2	175.8
578.4	171.4
578.6	166.5
578.8	161.3
579.0	155.2
579.2	148.7
579.4	141.6
579.6	134.6
579.8	127.5
580.0	120.7
580.2	114.3
580.4	108.5
580.6	103.1
580.8	98.29
581.0	93.79
581.2	89.65
581.4	85.89
581.6	82.38
581.8	79.07
582.0	76.00
582.2	73.04
582.4	70.32
582.6	67.62
582.8	65.16
583.0	62.85
583.2	60.86
583.4	59.17
583.6	57.81
583.8	56.91
584.0	56.35
584.2	56.05
584.4	56.03
584.6	56.21
584.8	56.45
585.0	56.67
585.2	56.89
585.4	56.98
585.6	56.99
585.8	56.87
586.0	56.68
586.2	56.39
586.4	55.99
586.6	55.58
586.8	55.08
587.0	54.59
587.2	54.16
587.4	53.65
587.6	53.17
587.8	52.68
588.0	52.25
588.2	51.82
588.4	51.47
588.6	51.09
588.8	50.77
589.0	50.48
589.2	50.21
589.4	49.97
589.6	49.72
589.8	49.53
590.0	49.35
590.2	49.23
590.4	49.19
590.6	49.14
590.8	49.07
591.0	48.96
591.2	48.87
591.4	48.68
591.6	48.48
591.8	48.17
592.0	47.77
592.2	47.29
592.4	46.74
592.6	46.11
592.8	45.46
593.0	44.72
593.2	44.03
593.4	43.24
593.6	42.37
593.8	41.45
594.0	40.58
594.2	39.70
594.4	38.81
594.6	37.99
594.8	37.18
595.0	36.34
595.2	35.59
595.4	34.84
595.6	34.22
595.8	33.72
596.0	33.33
596.2	33.08
596.4	32.96
596.6	33.01
596.8	33.18
597.0	33.58
597.2	34.21
597.4	35.02
597.6	35.99
597.8	37.23
598.0	38.63
598.2	40.30
598.4	42.12
598.6	44.30
598.8	46.61
599.0	49.17
599.2	51.82
599.4	54.59
599.6	57.44
599.8	60.47
600.0	63.50
600.2	66.66
600.4	69.83
600.6	72.95
600.8	76.13
601.0	79.17
601.2	82.07
601.4	84.89
601.6	87.45
601.8	89.87
602.0	91.91
602.2	93.66
602.4	95.05
602.6	96.16
602.8	96.92
603.0	97.38
603.2	97.52
603.4	97.23
603.6	96.67
603.8	95.84
604.0	94.90
604.2	93.80
604.4	92.69
604.6	91.39
604.8	90.16
605.0	88.98
605.2	87.89
605.4	87.07
605.6	86.40
605.8	86.04
606.0	85.90
606.2	86.26
606.4	86.97
606.6	88.26
606.8	89.82
607.0	91.93
607.2	94.36
607.4	97.17
607.6	100.4
607.8	104.0
608.0	107.8
608.2	112.2
608.4	116.6
608.6	121.4
608.8	126.1
609.0	131.0
609.2	135.8
609.4	140.7
609.6	145.3
609.8	149.6
610.0	153.7
610.2	157.4
610.4	160.6
610.6	163.3
610.8	165.6
611.0	167.4
611.2	168.5
611.4	169.3
611.6	169.5
611.8	169.4
612.0	168.9
612.2	168.2
612.4	167.4
612.6	166.4
612.8	165.4
613.0	164.4
613.2	163.7
613.4	163.4
613.6	163.7
613.8	164.6
614.0	166.2
614.2	168.5
614.4	171.5
614.6	175.7
614.8	180.6
615.0	186.5
615.2	193.2
615.4	200.5
615.6	208.2
615.8	216.6
616.0	224.9
616.2	233.9
616.4	243.1
616.6	252.8
616.8	262.5
617.0	272.0
617.2	281.2
617.4	290.1
617.6	298.4
617.8	306.3
618.0	313.5
618.2	320.0
618.4	325.3
618.6	329.8
618.8	333.2
619.0	335.5
619.2	336.7
619.4	336.9
619.6	336.1
619.8	334.8
620.0	333.0
620.2	331.0
620.4	328.8
620.6	326.5
620.8	324.3
621.0	322.1
621.2	320.2
621.4	318.6
621.6	317.4
621.8	316.9
622.0	316.5
622.2	316.9
622.4	317.5
622.6	318.8
622.8	320.8
623.0	323.9
623.2	327.6
623.4	332.1
623.6	337.1
623.8	342.9
624.0	349.3
624.2	356.4
624.4	363.7
624.6	371.3
624.8	379.0
625.0	386.6
625.2	394.1
625.4	401.5
625.6	409.1
625.8	416.7
626.0	424.1
626.2	431.2
626.4	438.0
626.6	444.7
626.8	451.1
627.0	456.7
627.2	461.9
627.4	466.5
627.6	470.2
627.8	473.1
628.0	474.9
628.2	475.7
628.4	475.8
628.6	475.1
628.8	473.5
629.0	470.9
629.2	467.7
629.4	463.6
629.6	458.4
629.8	452.0
630.0	445.0
630.2	436.8
630.4	427.6
630.6	416.7
630.8	404.6
631.0	391.1
631.2	377.1
631.4	361.9
631.6	346.4
631.8	330.3
632.0	314.3
632.2	297.6
632.4	281.2
632.6	264.6
632.8	248.9
633.0	233.3
633.2	218.5
633.4	204.2
633.6	190.6
633.8	177.2
634.0	164.6
634.2	152.7
634.4	141.8
634.6	131.3
634.8	121.8
635.0	113.1
635.2	105.3
635.4	98.21
635.6	92.03
635.8	86.59
636.0	81.96
636.2	77.87
636.4	74.32
636.6	71.38
636.8	68.71
637.0	66.38
637.2	64.29
637.4	62.45
637.6	60.79
637.8	59.24
638.0	57.89
638.2	56.54
638.4	55.27
638.6	53.94
638.8	52.69
639.0	51.37
639.2	50.14
639.4	48.88
639.6	47.67
639.8	46.45
640.0	45.26
640.2	44.12
640.4	42.98
640.6	41.78
640.8	40.65
641.0	39.56
641.2	38.53
641.4	37.56
641.6	36.60
641.8	35.65
642.0	34.75
642.2	33.91
642.4	33.12
642.6	32.33
642.8	31.60
643.0	30.94
643.2	30.36
643.4	29.76
643.6	29.24
643.8	28.76
644.0	28.34
644.2	27.91
644.4	27.58
644.6	27.27
644.8	27.00
645.0	26.74
645.2	26.55
645.4	26.29
645.6	26.10
645.8	25.89
646.0	25.79
646.2	25.67
646.4	25.53
646.6	25.39
646.8	25.27
647.0	25.19
647.2	25.08
647.4	24.96
647.6	24.87
647.8	24.76
648.0	24.67
648.2	24.55
648.4	24.45
648.6	24.33
648.8	24.24
649.0	24.10
649.2	24.07
649.4	23.99
649.6	23.89
649.8	23.83
650.0	23.77
650.2	23.74
650.4	23.76
650.6	23.82
650.8	23.91
651.0	24.02
651.2	24.20
651.4	24.42
651.6	24.68
651.8	25.00
652.0	25.36
652.2	25.80
652.4	26.32
652.6	26.91
652.8	27.52
653.0	28.18
653.2	28.92
653.4	29.76
653.6	30.66
653.8	31.57
654.0	32.54
654.2	33.57
654.4	34.55
654.6	35.64
654.8	36.67
655.0	37.69
655.2	38.63
655.4	39.63
655.6	40.53
655.8	41.40
656.0	42.12
656.2	42.81
656.4	43.40
656.6	43.84
656.8	44.19
657.0	44.41
657.2	44.54
657.4	44.58
657.6	44.53
657.8	44.26
658.0	43.88
658.2	43.30
658.4	42.77
658.6	42.08
658.8	41.32
659.0	40.47
659.2	39.55
659.4	38.52
659.6	37.48
659.8	36.45
660.0	35.39
660.2	34.29
660.4	33.26
660.6	32.24
660.8	31.28
661.0	30.27
661.2	29.32
661.4	28.37
661.6	27.48
661.8	26.66
662.0	25.92
662.2	25.16
662.4	24.46
662.6	23.88
662.8	23.29
663.0	22.72
663.2	22.23
663.4	21.79
663.6	21.41
663.8	21.06
664.0	20.76
664.2	20.48
664.4	20.23
664.6	20.00
664.8	19.83
665.0	19.65
665.2	19.45
665.4	19.28
665.6	19.15
665.8	19.04
666.0	18.97
666.2	18.87
666.4	18.76
666.6	18.70
666.8	18.63
667.0	18.57
667.2	18.56
667.4	18.53
667.6	18.52
667.8	18.48
668.0	18.49
668.2	18.49
668.4	18.48
668.6	18.51
668.8	18.55
669.0	18.54
669.2	18.54
669.4	18.55
669.6	18.58
669.8	18.57
670.0	18.55
670.2	18.57
670.4	18.59
670.6	18.58
670.8	18.60
671.0	18.58
671.2	18.58
671.4	18.57
671.6	18.61
671.8	18.62
672.0	18.62
672.2	18.61
672.4	18.58
672.6	18.58
672.8	18.55
673.0	18.61
673.2	18.65
673.4	18.63
673.6	18.65
673.8	18.67
674.0	18.67
674.2	18.64
674.4	18.68
674.6	18.72
674.8	18.76
675.0	18.82
675.2	18.84
675.4	18.88
675.6	19.01
675.8	19.04
676.0	19.07
676.2	19.11
676.4	19.15
676.6	19.19
676.8	19.23
677.0	19.29
677.2	19.31
677.4	19.36
677.6	19.43
677.8	19.53
678.0	19.63
678.2	19.69
678.4	19.75
678.6	19.83
678.8	19.86
679.0	19.92
679.2	19.94
679.4	20.02
679.6	20.09
679.8	20.10
680.0	20.20
680.2	20.29
680.4	20.34
680.6	20.43
680.8	20.47
681.0	20.55
681.2	20.59
681.4	20.69
681.6	20.74
681.8	20.87
682.0	20.96
682.2	21.10
682.4	21.14
682.6	21.23
682.8	21.26
683.0	21.34
683.2	21.49
683.4	21.59
683.6	21.72
683.8	21.85
684.0	21.99
684.2	22.16
684.4	22.24
684.6	22.36
684.8	22.54
685.0	22.69
685.2	22.84
685.4	22.98
685.6	23.18
685.8	23.37
686.0	23.57
686.2	23.79
686.4	23.99
686.6	24.21
686.8	24.43
687.0	24.69
687.2	25.00
687.4	25.24
687.6	25.50
687.8	25.81
688.0	26.15
688.2	26.51
688.4	26.89
688.6	27.30
688.8	27.71
689.0	28.16
689.2	28.63
689.4	29.14
689.6	29.71
689.8	30.30
690.0	30.91
690.2	31.54
690.4	32.21
690.6	32.96
690.8	33.71
691.0	34.50
691.2	35.34
691.4	36.16
691.6	37.04
691.8	37.97
692.0	38.94
692.2	39.89
692.4	40.76
692.6	41.68
692.8	42.57
693.0	43.58
693.2	44.54
693.4	45.50
693.6	46.33
693.8	47.17
694.0	47.94
694.2	48.65
694.4	49.38
694.6	50.10
694.8	50.65
695.0	51.30
695.2	51.82
695.4	52.28
695.6	52.71
695.8	53.08
696.0	53.44
696.2	53.69
696.4	53.99
696.6	54.29
696.8	54.60
697.0	54.92
697.2	55.26
697.4	55.68
697.6	56.11
697.8	56.70
698.0	57.35
698.2	58.16
698.4	59.04
698.6	60.15
698.8	61.37
699.0	62.77
699.2	64.14
699.4	65.73
699.6	67.42
699.8	69.28
700.0	71.18
700.2	73.39
700.4	75.53
700.6	77.89
700.8	80.15
701.0	82.75
701.2	85.33
701.4	88.04
701.6	90.60
701.8	93.29
702.0	95.94
702.2	98.50
702.4	100.9
702.6	103.5
702.8	105.9
703.0	108.2
703.2	110.4
703.4	112.4
703.6	114.1
703.8	115.8
704.0	117.3
704.2	118.6
704.4	119.8
704.6	120.8
704.8	121.4
705.0	121.8
705.2	122.1
705.4	122.0
705.6	121.8
705.8	121.3
706.0	120.8
706.2	120.1
706.4	119.0
706.6	117.6
706.8	116.1
707.0	114.4
707.2	112.5
707.4	110.6
707.6	108.5
707.8	106.3
708.0	103.8
708.2	101.3
708.4	98.63
708.6	95.89
708.8	93.21
709.0	90.37
709.2	87.50
709.4	84.49
709.6	81.54
709.8	78.63
710.0	75.77
710.2	72.84
710.4	70.11
710.6	67.21
710.8	64.49
711.0	61.88
711.2	59.36
711.4	56.92
711.6	54.59
711.8	52.42
712.0	50.38
712.2	48.45
712.4	46.64
712.6	44.92
712.8	43.37
713.0	41.96
713.2	40.80
713.4	39.74
713.6	38.78
713.8	37.98
714.0	37.27
714.2	36.63
714.4	36.13
714.6	35.70
714.8	35.29
715.0	34.98
715.2	34.68
715.4	34.51
715.6	34.29
715.8	34.19
716.0	34.07
716.2	33.95
716.4	33.85
716.6	33.72
716.8	33.62
717.0	33.65
717.2	33.60
717.4	33.54
717.6	33.55
717.8	33.49
718.0	33.45
718.2	33.48
718.4	33.50
718.6	33.56
718.8	33.56
719.0	33.57
719.2	33.50
719.4	33.51
719.6	33.45
719.8	33.51
720.0	33.53
720.2	33.67
720.4	33.62
720.6	33.60
720.8	33.66
721.0	33.76
721.2	33.80
721.4	33.70
721.6	33.71
721.8	33.73
722.0	33.76
722.2	33.86
722.4	33.89
722.6	33.99
722.8	34.01
723.0	34.11
723.2	34.11
723.4	34.15
723.6	34.28
723.8	34.37
724.0	34.46
724.2	34.53
724.4	34.57
724.6	34.68
724.8	34.78
725.0	34.81
725.2	34.87
725.4	34.92
725.6	35.00
725.8	35.12
726.0	35.22
726.2	35.33
726.4	35.44
726.6	35.52
726.8	35.55
727.0	35.67
727.2	35.83
727.4	35.90
727.6	35.95
727.8	36.04
728.0	36.11
728.2	36.27
728.4	36.33
728.6	36.40
728.8	36.48
729.0	36.65
729.2	36.74
729.4	36.87
729.6	36.94
729.8	37.01
730.0	37.11
730.2	37.23
730.4	37.32
730.6	37.40
730.8	37.56
731.0	37.61
731.2	37.75
731.4	37.84
731.6	37.94
731.8	38.05
732.0	38.15
732.2	38.29
732.4	38.38
732.6	38.52
732.8	38.62
733.0	38.73
733.2	38.80
733.4	38.94
733.6	39.15
733.8	39.26
734.0	39.39
734.2	39.57
734.4	39.67
734.6	39.76
734.8	39.90
735.0	40.09
735.2	40.33
735.4	40.45
735.6	40.63
735.8	40.81
736.0	40.86
736.2	41.04
736.4	41.22
736.6	41.45
736.8	41.62
737.0	41.79
737.2	41.91
737.4	42.07
737.6	42.19
737.8	42.33
738.0	42.42
738.2	42.63
738.4	42.87
738.6	43.08
738.8	43.22
739.0	43.40
739.2	43.48
739.4	43.65
739.6	43.83
739.8	43.96
740.0	44.18
740.2	44.43
740.4	44.64
740.6	44.84
740.8	45.00
741.0	45.18
741.2	45.35
741.4	45.39
741.6	45.57
741.8	45.68
742.0	45.83
742.2	46.00
742.4	46.15
742.6	46.31
742.8	46.37
743.0	46.46
743.2	46.66
743.4	46.89
743.6	47.03
743.8	47.24
744.0	47.31
744.2	47.46
744.4	47.61
744.6	47.88
744.8	48.03
745.0	48.14
745.2	48.26
745.4	48.37
745.6	48.64
745.8	48.77
746.0	49.00
746.2	49.10
746.4	49.25
746.6	49.35
746.8	49.51
747.0	49.66
747.2	49.90
747.4	50.02
747.6	50.12
747.8	50.26
748.0	50.38
748.2	50.53
748.4	50.60
748.6	50.81
748.8	51.05
749.0	51.16
749.2	51.33
749.4	51.46
749.6	51.54
749.8	51.82
750.0	52.02
750.2	52.20
750.4	52.32
750.6	52.51
750.8	52.73
751.0	53.00
751.2	53.17
751.4	53.43
751.6	53.64
751.8	53.91
752.0	54.08
752.2	54.28
752.4	54.56
752.6	54.68
752.8	54.91
753.0	55.20
753.2	55.36
753.4	55.71
753.6	55.92
753.8	56.15
754.0	56.55
754.2	56.93
754.4	57.19
754.6	57.46
754.8	57.75
755.0	58.09
755.2	58.35
755.4	58.70
755.6	59.01
755.8	59.43
756.0	59.70
756.2	59.90
756.4	60.26
756.6	60.63
756.8	60.95
757.0	61.27
757.2	61.70
757.4	61.99
757.6	62.25
757.8	62.47
758.0	62.77
758.2	63.26
758.4	63.64
758.6	63.96
758.8	64.39
759.0	64.84
759.2	65.26
759.4	65.63
759.6	65.79
759.8	66.18
760.0	66.53
760.2	66.88
760.4	67.25
760.6	67.69
760.8	68.12
761.0	68.32
761.2	68.86
761.4	69.16
761.6	69.47
761.8	70.04
762.0	70.41
762.2	70.90
762.4	71.27
762.6	71.51
762.8	71.79
763.0	72.08
763.2	72.30
763.4	72.53
763.6	72.90
763.8	73.35
764.0	73.62
764.2	74.03
764.4	74.46
764.6	74.80
764.8	75.18
765.0	75.51
765.2	75.88
765.4	76.25
765.6	76.70
765.8	77.00
766.0	77.64
766.2	78.11
766.4	78.53
766.6	79.11
766.8	79.39
767.0	79.74
767.2	80.38
767.4	80.82
767.6	81.50
767.8	82.15
768.0	82.71
768.2	83.41
768.4	83.91
768.6	84.55
768.8	85.25
769.0	85.98
769.2	86.66
769.4	87.04
769.6	87.81
769.8	88.57
770.0	89.28
770.2	90.11
770.4	90.93
770.6	91.86
770.8	92.63
771.0	93.60
771.2	94.48
771.4	95.71
771.6	96.75
771.8	97.78
772.0	98.86
772.2	99.95
772.4	101.0
772.6	102.1
772.8	103.2
773.0	104.5
773.2	106.0
773.4	107.5
773.6	108.9
773.8	110.6
774.0	112.2
774.2	113.7
774.4	115.3
774.6	117.3
774.8	119.3
775.0	121.5
775.2	123.7
775.4	126.2
775.6	128.8
775.8	131.6
776.0	134.7
776.2	138.5
776.4	142.5
776.6	147.0
776.8	152.2
777.0	157.8
777.2	164.1
777.4	171.1
777.6	178.9
777.8	188.0
778.0	197.8
778.2	209.5
778.4	222.7
778.6	237.8
778.8	254.1
779.0	272.9
779.2	293.2
779.4	317.0
779.6	342.9
779.8	373.3
780.0	406.4
780.2	443.9
780.4	484.0
780.6	528.2
780.8	575.8
781.0	631.7
781.2	692.4
781.4	761.8
781.6	835.9
781.8	919.9
782.0	1009
782.2	1111
782.4	1221
782.6	1350
782.8	1491
783.0	1654
783.2	1830
783.4	2029
783.6	2245
783.8	2488
784.0	2753
784.2	3064
784.4	3399
784.6	3783
784.8	4192
785.0	4651
785.2	5136
785.4	5679
785.6	6261
785.8	6926
786.0	7634
786.2	8416
786.4	9230
786.6	9999.9
786.8	9999.9
787.0	9999.9
787.2	9999.9
787.4	9999.9
787.6	9999.9
787.8	9999.9
788.0	9999.9
788.2	9999.9
788.4	9999.9
788.6	9999.9
788.8	9999.9
789.0	9999.9
789.2	9999.9
789.4	9999.9
789.6	9999.9
789.8	9999.9
790.0	9999.9
790.2	9999.9
790.4	9999.9
790.6	9999.9
790.8	9999.9
791.0	9999.9
791.2	9999.9
791.4	9999.9
791.6	9999.9
791.8	9999.9
792.0	9999.9
792.2	9999.9
792.4	9999.9
792.6	9999.9
792.8	9999.9
793.0	9999.9
793.2	9999.9
793.4	9999.9
793.6	9999.9
793.8	9999.9
794.0	9999.9
794.2	9999.9
794.4	9999.9
794.6	9999.9
794.8	9999.9
795.0	9999.9
795.2	9999.9
795.4	9999.9
795.6	9999.9
795.8	9999.9
796.0	9999.9
796.2	9999.9
796.4	9999.9
796.6	9999.9
796.8	9999.9
797.0	9999.9
797.2	9999.9
797.4	9999.9
797.6	9999.9
797.8	9999.9
798.0	9999.9
798.2	9999.9
798.4	9999.9
798.6	9999.9
798.8	9999.9
799.0	9999.9
799.2	9999.9
799.4	9999.9
799.6	9999.9
799.8	9999.9
800.0	9999.9
