Angle,PSD
48.6469,214
48.6611,201
48.6752,194
48.6894,201
48.7036,201
48.7178,180
48.7319,191
48.7461,183
48.7603,187
48.7745,193
48.7886,158
48.8028,184
48.817,180
48.8312,184
48.8453,177
48.8595,185
48.8737,207
48.8879,180
48.902,193
48.9162,213
48.9304,185
48.9446,187
48.9587,193
48.9729,210
48.9871,201
49.0013,212
49.0154,221
49.0296,207
49.0438,199
49.058,233
49.0721,204
49.0863,236
49.1005,223
49.1147,244
49.1288,243
49.143,207
49.1572,247
49.1714,248
49.1855,254
49.1997,267
49.2139,271
49.2281,272
49.2422,273
49.2564,246
49.2706,287
49.2848,297
49.2989,293
49.3131,325
49.3273,323
49.3415,349
49.3556,342
49.3698,329
49.384,375
49.3982,353
49.4123,382
49.4265,365
49.4407,363
49.4549,410
49.469,400
49.4832,360
49.4974,378
49.5116,365
49.5257,341
49.5399,311
49.5541,311
49.5683,319
49.5824,311
49.5966,299
49.6108,298
49.625,286
49.6391,262
49.6533,268
49.6675,278
49.6817,239
49.6958,260
49.71,239
49.7242,240
49.7384,208
49.7525,212
49.7667,256
49.7809,223
49.7951,211
49.8092,204
49.8234,229
49.8376,192
49.8518,221
49.8659,211
49.8801,226
49.8943,202
49.9085,216
49.9226,221
49.9368,212
49.951,210
49.9652,206
49.9793,205
49.9935,193
50.0077,215
50.0219,190
50.036,215
50.0502,166
50.0644,220
50.0786,204
50.0927,209
50.1069,232
50.1211,212
50.1353,213
50.1494,228
50.1636,213
50.1778,242
50.192,234
50.2061,240
50.2203,228
50.2345,234
50.2487,231
50.2628,223
50.277,232
50.2912,288
50.3054,271
50.3195,314
50.3337,278
50.3479,297
50.3621,278
50.3763,273
50.3904,290
50.4046,292
50.4188,298
50.433,270
50.4471,258
50.4613,263
50.4755,266
50.4897,247
50.5038,279
50.518,276
50.5322,269
50.5464,256
50.5605,245
50.5747,206
50.5889,234
50.6031,245
50.6172,227
50.6314,208
50.6456,233
50.6598,215
50.6739,228
50.6881,205
50.7023,191
50.7165,179
50.7306,186
50.7448,189
50.759,224
50.7732,220
50.7873,184
50.8015,160
50.8157,189
50.8299,209
50.844,197
50.8582,168
50.8724,174
50.8866,207
50.9007,187
50.9149,176
50.9291,192
50.9433,203
50.9574,205
50.9716,209
50.9858,202
51,202
51.0141,232
51.0283,213
51.0425,204
51.0567,230
51.0708,227
51.085,222
51.0992,216
51.1134,232
51.1275,261
51.1417,222
51.1559,237
51.1701,216
51.1842,225
51.1984,235
51.2126,230
51.2268,225
51.2409,235
51.2551,252
51.2693,227
51.2835,222
51.2976,212
51.3118,213
51.326,207
51.3402,248
51.3543,204
51.3685,209
51.3827,201
51.3969,231
51.411,188
51.4252,213
51.4394,201
51.4536,185
51.4677,183
51.4819,177
51.4961,209
51.5103,183
51.5244,208
51.5386,186
51.5528,171
51.567,168
51.5811,165
51.5953,195
51.6095,169
51.6237,177
51.6378,191
51.652,172
51.6662,170
51.6804,205
51.6945,195
51.7087,179
51.7229,185
51.7371,172
51.7512,195
51.7654,218
51.7796,174
51.7938,175
51.8079,210
51.8221,203
51.8363,211
51.8505,207
51.8646,203
51.8788,213
51.893,216
51.9072,218
51.9213,242
51.9355,224
51.9497,243
51.9639,205
51.978,239
51.9922,242
52.0064,229
52.0206,234
52.0347,197
52.0489,241
52.0631,225
52.0773,209
52.0914,220
52.1056,214
52.1198,214
52.134,204
52.1481,241
52.1623,189
52.1765,208
52.1907,173
52.2048,207
52.219,184
52.2332,169
52.2474,188
52.2615,172
52.2757,145
52.2899,205
52.3041,170
52.3182,169
52.3324,175
52.3466,183
52.3608,177
52.3749,167
52.3891,188
52.4033,154
52.4175,174
52.4316,165
52.4458,152
52.46,147
52.4742,182
52.4883,160
52.5025,153
52.5167,143
52.5309,156
52.545,173
52.5592,147
52.5734,162
52.5876,151
52.6017,134
52.6159,175
52.6301,158
52.6443,140
52.6584,154
52.6726,161
52.6868,152
52.701,166
52.7151,163
52.7293,179
52.7435,179
52.7577,163
52.7718,151
52.786,174
52.8002,184
52.8144,190
52.8285,158
52.8427,191
52.8569,174
52.8711,178
52.8852,195
52.8994,193
52.9136,194
52.9278,198
52.9419,225
52.9561,204
52.9703,195
52.9845,190
52.9986,208
53.0128,200
53.027,217
53.0412,224
53.0553,219
53.0695,222
53.0837,223
53.0979,229
53.112,245
53.1262,233
53.1404,244
53.1546,236
53.1687,249
53.1829,290
53.1971,228
53.2113,239
53.2254,236
53.2396,215
53.2538,213
53.268,216
53.2821,218
53.2963,197
53.3105,184
53.3247,192
53.3388,179
53.353,194
53.3672,179
53.3814,189
53.3955,183
53.4097,177
53.4239,152
53.4381,179
53.4522,160
53.4664,171
53.4806,167
53.4948,197
53.5089,157
53.5231,180
53.5373,176
53.5515,187
53.5656,159
53.5798,152
53.594,139
53.6082,159
53.6223,166
53.6365,176
53.6507,168
53.6649,150
53.679,157
53.6932,162
53.7074,171
53.7216,157
53.7357,140
53.7499,142
53.7641,153
53.7783,145
53.7924,140
53.8066,149
53.8208,147
53.835,135
53.8491,132
53.8633,143
53.8775,155
53.8917,142
53.9058,157
53.92,169
53.9342,139
53.9484,132
53.9625,129
53.9767,137
53.9909,139
54.0051,151
54.0192,131
54.0334,140
54.0476,123
54.0618,164
54.0759,131
54.0901,127
54.1043,141
54.1185,137
54.1326,149
54.1468,116
54.161,127
54.1752,142
54.1894,108
54.2035,141
54.2177,126
54.2319,132
54.2461,138
54.2602,123
54.2744,110
54.2886,143
54.3028,148
54.3169,137
54.3311,138
54.3453,152
54.3595,136
54.3736,125
54.3878,150
54.402,142
54.4162,153
54.4303,111
54.4445,147
54.4587,133
54.4729,141
54.487,126
54.5012,154
54.5154,137
54.5296,135
54.5437,147
54.5579,123
54.5721,140
54.5863,134
54.6004,136
54.6146,138
54.6288,136
54.643,139
54.6571,138
54.6713,121
54.6855,134
54.6997,128
54.7138,136
54.728,146
54.7422,130
54.7564,122
54.7705,127
54.7847,109
54.7989,129
54.8131,135
54.8272,134
54.8414,119
54.8556,148
54.8698,138
54.8839,138
54.8981,114
54.9123,131
54.9265,157
54.9406,117
54.9548,122
54.969,144
54.9832,104
54.9973,130
55.0115,111
55.0257,142
55.0399,131
55.054,127
55.0682,141
55.0824,132
55.0966,138
55.1107,126
55.1249,133
55.1391,129
55.1533,135
55.1674,120
55.1816,125
55.1958,128
55.21,137
55.2241,135
55.2383,148
55.2525,121
55.2667,130
55.2808,149
55.295,131
55.3092,140
55.3234,148
55.3375,115
55.3517,130
55.3659,144
55.3801,136
55.3942,149
55.4084,143
55.4226,145
55.4368,150
55.4509,123
55.4651,147
55.4793,138
55.4935,160
55.5076,149
55.5218,148
55.536,154
55.5502,136
55.5643,140
55.5785,134
55.5927,137
55.6069,149
55.621,129
55.6352,146
55.6494,150
55.6636,180
55.6777,155
55.6919,155
55.7061,165
55.7203,185
55.7344,143
55.7486,156
55.7628,179
55.777,188
55.7911,171
55.8053,205
55.8195,161
55.8337,179
55.8478,170
55.862,160
55.8762,173
55.8904,185
55.9045,174
55.9187,157
55.9329,177
55.9471,159
55.9612,157
55.9754,154
55.9896,142
56.0038,153
56.0179,139
56.0321,163
56.0463,145
56.0605,171
56.0746,141
56.0888,160
56.103,135
56.1172,132
56.1313,131
56.1455,121
56.1597,131
56.1739,170
56.188,138
56.2022,160
56.2164,168
56.2306,158
56.2447,146
56.2589,155
56.2731,142
56.2873,153
56.3014,157
56.3156,141
56.3298,139
56.344,127
56.3581,156
56.3723,137
56.3865,124
56.4007,149
56.4148,123
56.429,132
56.4432,138
56.4574,136
56.4715,110
56.4857,145
56.4999,159
56.5141,151
56.5282,162
56.5424,140
56.5566,135
56.5708,144
56.5849,160
56.5991,152
56.6133,140
56.6275,122
56.6416,138
56.6558,124
56.67,142
56.6842,149
56.6983,136
56.7125,119
56.7267,138
56.7409,138
56.755,123
56.7692,135
56.7834,126
56.7976,141
56.8117,153
56.8259,146
56.8401,135
56.8543,141
56.8684,140
56.8826,151
56.8968,152
56.911,144
56.9251,155
56.9393,160
56.9535,149
56.9677,140
56.9818,133
56.996,147
57.0102,145
57.0244,162
57.0385,179
57.0527,151
57.0669,129
57.0811,153
57.0952,148
57.1094,156
57.1236,163
57.1378,159
57.1519,157
57.1661,147
57.1803,148
57.1945,138
57.2086,147
57.2228,143
57.237,148
57.2512,128
57.2653,135
57.2795,129
57.2937,156
57.3079,162
57.322,129
57.3362,123
57.3504,164
57.3646,134
57.3787,147
57.3929,156
57.4071,151
57.4213,134
57.4354,145
57.4496,132
57.4638,143
57.478,136
57.4921,124
57.5063,139
57.5205,114
57.5347,138
57.5488,138
57.563,130
57.5772,141
57.5914,149
57.6055,153
57.6197,130
57.6339,145
57.6481,128
57.6622,137
57.6764,142
57.6906,131
57.7048,146
57.7189,129
57.7331,128
57.7473,156
57.7615,148
57.7756,134
57.7898,130
57.804,138
57.8182,133
57.8323,138
57.8465,127
57.8607,132
57.8749,158
57.889,153
57.9032,143
57.9174,158
57.9316,133
57.9457,116
57.9599,145
57.9741,137
57.9883,164
58.0025,136
58.0166,149
58.0308,144
58.045,126
58.0592,145
58.0733,130
58.0875,123
58.1017,127
58.1159,132
58.13,143
58.1442,149
58.1584,133
58.1726,156
58.1867,133
58.2009,127
58.2151,154
58.2293,139
58.2434,134
58.2576,96
58.2718,141
58.286,110
58.3001,137
58.3143,138
58.3285,122
58.3427,124
58.3568,138
58.371,133
58.3852,133
58.3994,123
58.4135,133
58.4277,128
58.4419,142
58.4561,126
58.4702,124
58.4844,131
58.4986,143
58.5128,117
58.5269,159
58.5411,128
58.5553,141
58.5695,121
58.5836,141
58.5978,117
58.612,108
58.6262,140
58.6403,130
58.6545,143
58.6687,128
58.6829,141
58.697,128
58.7112,121
58.7254,116
58.7396,126
58.7537,127
58.7679,115
58.7821,147
58.7963,141
58.8104,132
58.8246,125
58.8388,125
58.853,115
58.8671,140
58.8813,133
58.8955,129
58.9097,138
58.9238,117
58.938,114
58.9522,117
58.9664,137
58.9805,144
58.9947,130
59.0089,111
59.0231,134
59.0372,151
59.0514,133
59.0656,124
59.0798,125
59.0939,139
59.1081,139
59.1223,131
59.1365,115
59.1506,129
59.1648,155
59.179,121
59.1932,138
59.2073,122
59.2215,124
59.2357,150
59.2499,143
59.264,109
59.2782,135
59.2924,116
59.3066,121
59.3207,125
59.3349,116
59.3491,145
59.3633,136
59.3774,133
59.3916,137
59.4058,139
59.42,130
59.4341,129
59.4483,139
59.4625,154
59.4767,116
59.4908,158
59.505,136
59.5192,140
59.5334,132
59.5475,125
59.5617,167
59.5759,136
59.5901,143
59.6042,134
59.6184,144
59.6326,138
59.6468,140
59.6609,131
59.6751,149
59.6893,144
59.7035,140
59.7176,154
59.7318,164
59.746,151
59.7602,161
59.7743,142
59.7885,141
59.8027,156
59.8169,134
59.831,173
59.8452,140
59.8594,133
59.8736,162
59.8877,156
59.9019,140
59.9161,163
59.9303,130
59.9444,159
59.9586,166
59.9728,150
59.987,129
60.0011,159
60.0153,147
60.0295,147
60.0437,171
60.0578,151
60.072,131
60.0862,149
60.1004,152
60.1145,168
60.1287,148
60.1429,159
60.1571,139
60.1712,140
60.1854,144
60.1996,131
60.2138,164
60.2279,157
60.2421,164
60.2563,129
60.2705,173
60.2846,162
60.2988,171
60.313,155
60.3272,155
60.3413,145
60.3555,148
60.3697,161
60.3839,165
60.398,145
60.4122,140
60.4264,156
60.4406,146
60.4547,146
60.4689,147
60.4831,150
60.4973,148
60.5114,145
60.5256,149
60.5398,155
60.554,147
60.5681,127
60.5823,134
60.5965,126
60.6107,127
60.6248,133
60.639,138
60.6532,138
60.6674,125
60.6815,146
60.6957,130
60.7099,148
60.7241,129
60.7382,137
60.7524,138
60.7666,142
60.7808,139
60.7949,128
60.8091,152
60.8233,121
60.8375,143
60.8516,127
60.8658,120
60.88,143
60.8942,131
60.9083,135
60.9225,145
60.9367,124
60.9509,124
60.965,143
60.9792,147
60.9934,146
61.0076,132
61.0217,151
61.0359,141
61.0501,125
61.0643,131
61.0784,141
61.0926,146
61.1068,151
61.121,145
61.1351,137
61.1493,146
61.1635,110
61.1777,147
61.1918,146
61.206,149
61.2202,149
61.2344,141
61.2485,149
61.2627,138
61.2769,134
61.2911,128
61.3052,159
61.3194,157
61.3336,134
61.3478,135
61.3619,156
61.3761,168
61.3903,169
61.4045,136
61.4186,185
61.4328,170
61.447,163
61.4612,171
61.4753,165
61.4895,175
61.5037,155
61.5179,178
61.532,146
61.5462,177
61.5604,140
61.5746,157
61.5887,164
61.6029,162
61.6171,148
61.6313,168
61.6454,178
61.6596,154
61.6738,142
61.688,179
61.7021,161
61.7163,154
61.7305,142
61.7447,156
61.7588,158
61.773,138
61.7872,168
61.8014,168
61.8155,144
61.8297,159
61.8439,139
61.8581,131
61.8723,140
61.8864,139
61.9006,132
61.9148,118
61.929,129
61.9431,150
61.9573,158
61.9715,122
61.9857,130
61.9998,116
62.014,132
62.0282,135
62.0424,136
62.0565,131
62.0707,137
62.0849,109
62.0991,143
62.1132,134
62.1274,124
62.1416,128
62.1558,131
62.1699,134
62.1841,131
62.1983,115
62.2125,126
62.2266,135
62.2408,119
62.255,131
62.2692,139
62.2833,133
62.2975,130
62.3117,112
62.3259,121
62.34,118
62.3542,143
62.3684,135
62.3826,153
62.3967,118
62.4109,121
62.4251,130
62.4393,138
62.4534,128
62.4676,111
62.4818,147
62.496,131
62.5101,140
62.5243,129
62.5385,147
62.5527,143
62.5668,146
62.581,131
62.5952,148
62.6094,146
62.6235,133
62.6377,155
62.6519,143
62.6661,140
62.6802,146
62.6944,158
62.7086,164
62.7228,171
62.7369,162
62.7511,175
62.7653,154
62.7795,157
62.7936,171
62.8078,179
62.822,174
62.8362,176
62.8503,174
62.8645,185
62.8787,147
62.8929,178
62.907,154
62.9212,179
62.9354,186
62.9496,178
62.9637,181
62.9779,166
62.9921,187
63.0063,192
63.0204,143
63.0346,158
63.0488,141
63.063,180
63.0771,169
63.0913,143
63.1055,157
63.1197,160
63.1338,169
63.148,160
63.1622,189
63.1764,154
63.1905,147
63.2047,145
63.2189,151
63.2331,178
63.2472,156
63.2614,156
63.2756,149
63.2898,144
63.3039,157
63.3181,153
63.3323,152
63.3465,133
63.3606,137
63.3748,145
63.389,148
63.4032,148
63.4173,142
63.4315,164
63.4457,144
63.4599,161
63.474,141
63.4882,149
63.5024,129
63.5166,175
63.5307,145
63.5449,158
63.5591,156
63.5733,155
63.5874,133
63.6016,156
63.6158,171
63.63,144
63.6441,145
63.6583,172
63.6725,163
63.6867,140
63.7008,174
63.715,140
63.7292,172
63.7434,154
63.7575,145
63.7717,157
63.7859,171
63.8001,161
63.8142,145
63.8284,180
63.8426,178
63.8568,168
63.8709,188
63.8851,196
63.8993,184
63.9135,186
63.9276,182
63.9418,174
63.956,182
63.9702,200
63.9843,195
63.9985,172
64.0127,178
64.0269,190
64.041,191
64.0552,160
64.0694,177
64.0836,194
64.0977,178
64.1119,187
64.1261,194
64.1403,185
64.1544,183
64.1686,177
64.1828,167
64.197,172
64.2111,174
64.2253,164
64.2395,173
64.2537,147
64.2678,173
64.282,155
64.2962,166
64.3104,147
64.3245,143
64.3387,174
64.3529,150
64.3671,145
64.3812,149
64.3954,159
64.4096,144
64.4238,154
64.4379,161
64.4521,146
64.4663,132
64.4805,150
64.4946,134
64.5088,149
64.523,151
64.5372,140
64.5513,148
64.5655,152
64.5797,135
64.5939,125
64.608,163
64.6222,154
64.6364,140
64.6506,153
64.6647,166
64.6789,150
64.6931,150
64.7073,150
64.7214,189
64.7356,154
64.7498,164
64.764,165
64.7781,172
64.7923,154
64.8065,162
64.8207,161
64.8348,177
64.849,160
64.8632,186
64.8774,177
64.8915,170
64.9057,180
64.9199,159
64.9341,173
64.9482,141
64.9624,171
64.9766,170
64.9908,150
65.0049,158
65.0191,157
65.0333,176
65.0475,163
65.0616,147
65.0758,155
65.09,157
65.1042,147
65.1183,161
65.1325,165
65.1467,159
65.1609,153
65.175,126
65.1892,171
65.2034,142
65.2176,147
65.2317,155
65.2459,138
65.2601,148
65.2743,147
65.2884,162
65.3026,145
65.3168,137
65.331,129
65.3451,121
65.3593,155
65.3735,142
65.3877,136
65.4018,150
65.416,126
65.4302,133
65.4444,133
65.4585,140
65.4727,122
65.4869,138
65.5011,118
65.5152,132
65.5294,135
65.5436,127
65.5578,136
65.5719,114
65.5861,131
65.6003,110
65.6145,160
65.6286,108
65.6428,107
65.657,114
65.6712,122
65.6854,123
65.6995,127
65.7137,114
65.7279,110
65.7421,116
65.7562,128
65.7704,119
65.7846,108
65.7988,131
65.8129,125
65.8271,123
65.8413,112
65.8555,140
65.8696,139
65.8838,132
65.898,120
65.9122,106
65.9263,116
65.9405,101
65.9547,118
65.9689,119
65.983,116
65.9972,142
66.0114,114
66.0256,111
66.0397,108
66.0539,137
66.0681,112
66.0823,122
66.0964,112
66.1106,125
66.1248,122
66.139,137
66.1531,130
66.1673,117
66.1815,124
66.1957,132
66.2098,138
66.224,139
66.2382,130
66.2524,116
66.2665,134
66.2807,117
66.2949,130
66.3091,120
66.3232,141
66.3374,132
66.3516,128
66.3658,127
66.3799,122
66.3941,114
66.4083,124
66.4225,124
66.4366,133
66.4508,135
66.465,112
66.4792,127
66.4933,107
66.5075,101
66.5217,122
66.5359,112
66.55,150
66.5642,118
66.5784,125
66.5926,110
66.6067,96
66.6209,120
66.6351,118
66.6493,123
66.6634,127
66.6776,123
66.6918,137
66.706,103
66.7201,109
66.7343,119
66.7485,113
66.7627,135
66.7768,123
66.791,116
66.8052,110
66.8194,90
66.8335,106
66.8477,109
66.8619,108
66.8761,116
66.8902,105
66.9044,108
66.9186,96
66.9328,122
66.9469,115
66.9611,99
66.9753,81
66.9895,97
67.0036,114
67.0178,90
67.032,100
67.0462,106
67.0603,120
67.0745,108
67.0887,118
67.1029,109
67.117,129
67.1312,91
67.1454,124
67.1596,114
67.1737,118
67.1879,118
67.2021,97
67.2163,119
67.2304,117
67.2446,124
67.2588,121
67.273,119
67.2871,106
67.3013,103
67.3155,97
67.3297,103
67.3438,99
67.358,128
67.3722,118
67.3864,119
67.4005,106
67.4147,105
67.4289,114
67.4431,118
67.4572,100
67.4714,112
67.4856,102
67.4998,128
67.5139,112
67.5281,108
67.5423,119
67.5565,111
67.5706,103
67.5848,121
67.599,95
67.6132,110
67.6273,120
67.6415,107
67.6557,110
67.6699,104
67.684,101
67.6982,125
67.7124,100
67.7266,108
67.7407,101
67.7549,99
67.7691,118
67.7833,98
67.7974,94
67.8116,106
67.8258,96
67.84,108
67.8541,117
67.8683,116
67.8825,108
67.8967,123
67.9108,121
67.925,99
67.9392,106
67.9534,115
67.9675,111
67.9817,130
67.9959,105
68.0101,114
68.0242,101
68.0384,107
68.0526,113
68.0668,104
68.0809,110
68.0951,107
68.1093,99
68.1235,98
68.1376,94
68.1518,103
68.166,120
68.1802,94
68.1943,89
68.2085,96
68.2227,132
68.2369,107
68.251,124
68.2652,99
68.2794,120
68.2936,109
68.3077,98
68.3219,107
68.3361,112
68.3503,112
68.3644,108
68.3786,106
68.3928,90
68.407,109
68.4211,98
68.4353,115
68.4495,102
68.4637,118
68.4778,115
68.492,99
68.5062,98
68.5204,113
68.5345,109
68.5487,96
68.5629,96
68.5771,91
68.5912,104
68.6054,112
68.6196,109
68.6338,119
68.6479,114
68.6621,110
68.6763,100
68.6905,120
68.7046,83
68.7188,115
68.733,118
68.7472,125
68.7613,124
68.7755,118
68.7897,115
68.8039,119
68.818,122
68.8322,115
68.8464,114
68.8606,117
68.8747,122
68.8889,108
68.9031,114
68.9173,111
68.9314,116
68.9456,109
68.9598,96
68.974,117
68.9881,118
69.0023,111
69.0165,111
69.0307,106
69.0448,100
69.059,110
69.0732,110
69.0874,103
69.1015,96
69.1157,137
69.1299,113
69.1441,100
69.1582,122
69.1724,119
69.1866,106
69.2008,108
69.2149,122
69.2291,97
69.2433,114
69.2575,133
69.2716,103
69.2858,116
69.3,109
69.3142,122
69.3283,123
69.3425,118
69.3567,101
69.3709,136
69.385,125
69.3992,104
69.4134,106
69.4276,131
69.4417,124
69.4559,104
69.4701,118
69.4843,123
69.4985,121
69.5126,116
69.5268,133
69.541,137
69.5552,109
69.5693,119
69.5835,105
69.5977,127
69.6119,124
69.626,131
69.6402,102
69.6544,127
69.6686,125
69.6827,111
69.6969,103
69.7111,124
69.7253,119
69.7394,115
69.7536,103
69.7678,115
69.782,116
69.7961,128
69.8103,123
69.8245,119
69.8387,119
69.8528,128
69.867,108
69.8812,123
69.8954,105
69.9095,126
69.9237,111
69.9379,117
69.9521,136
69.9662,114
69.9804,111
69.9946,105
